campaign,profile,family,family_class,n_sites,realization,target_styles_requested,unique_targets_used,disorder_values,disorder_seeds,gamma_values,time_samples,records,quantum_simulations,classical_simulations,estimated_cost_units,edge_count,density,mean_degree,max_degree,unique_candidate_targets,duplicate_target_styles,edge_models
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,10,5,4,2,5,16,8,180,160,1280,160,1698693120.0,16.0,0.35555555555555557,3.2,7.0,2.0,2.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,10,6,4,3,5,16,8,180,240,1920,240,2548039680.0,16.0,0.35555555555555557,3.2,6.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,10,7,4,4,5,16,8,180,320,2560,320,3397386240.0,16.0,0.35555555555555557,3.2,6.0,4.0,0.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,10,8,4,3,5,16,8,180,240,1920,240,2548039680.0,16.0,0.35555555555555557,3.2,5.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,10,9,4,3,5,16,8,180,240,1920,240,2548039680.0,16.0,0.35555555555555557,3.2,5.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,10,10,4,3,5,16,8,180,240,1920,240,2548039680.0,16.0,0.35555555555555557,3.2,5.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,10,11,4,2,5,16,8,180,160,1280,160,1698693120.0,16.0,0.35555555555555557,3.2,7.0,2.0,2.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,0,4,3,5,16,8,180,240,1920,240,5431323927.272728,27.0,0.4090909090909091,4.5,9.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,1,4,3,5,16,8,180,240,1920,240,5431323927.272728,27.0,0.4090909090909091,4.5,10.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,2,4,2,5,16,8,180,160,1280,160,3620882618.1818185,27.0,0.4090909090909091,4.5,11.0,2.0,2.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,3,4,4,5,16,8,180,320,2560,320,7241765236.363637,27.0,0.4090909090909091,4.5,7.0,4.0,0.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,4,4,3,5,16,8,180,240,1920,240,5431323927.272728,27.0,0.4090909090909091,4.5,10.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,5,4,3,5,16,8,180,240,1920,240,5431323927.272728,27.0,0.4090909090909091,4.5,7.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,6,4,2,5,16,8,180,160,1280,160,3620882618.1818185,27.0,0.4090909090909091,4.5,11.0,2.0,2.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,7,4,2,5,16,8,180,160,1280,160,3620882618.1818185,27.0,0.4090909090909091,4.5,11.0,2.0,2.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,8,4,3,5,16,8,180,240,1920,240,5431323927.272728,27.0,0.4090909090909091,4.5,9.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,9,4,2,5,16,8,180,160,1280,160,3620882618.1818185,27.0,0.4090909090909091,4.5,10.0,2.0,2.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,10,4,3,5,16,8,180,240,1920,240,5431323927.272728,27.0,0.4090909090909091,4.5,10.0,3.0,1.0,
dynamic_network_atlas,strong,barabasi_albert_scale_free,random_graph,12,11,4,4,5,16,8,180,320,2560,320,7241765236.363637,27.0,0.4090909090909091,4.5,8.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,0,4,2,5,16,8,180,160,1280,160,905142857.1428571,11.0,0.39285714285714285,2.75,4.0,2.0,2.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,1,4,3,5,16,8,180,240,1920,240,1357714285.7142856,11.0,0.39285714285714285,2.75,4.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,2,4,3,5,16,8,180,240,1920,240,1234285714.2857144,10.0,0.35714285714285715,2.5,3.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,3,4,3,5,16,8,180,240,1920,240,1604571428.5714285,13.0,0.4642857142857143,3.25,4.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,4,4,2,5,16,8,180,160,1280,160,658285714.2857143,8.0,0.2857142857142857,2.0,3.0,2.0,2.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,5,4,3,5,16,8,180,240,1920,240,1234285714.2857144,10.0,0.35714285714285715,2.5,4.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,6,4,3,5,16,8,180,240,1920,240,1234285714.2857144,10.0,0.35714285714285715,2.5,4.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,7,4,3,5,16,8,180,240,1920,240,1110857142.857143,9.0,0.32142857142857145,2.25,3.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,8,4,2,5,16,8,180,160,1280,160,905142857.1428571,11.0,0.39285714285714285,2.75,4.0,2.0,2.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,9,4,4,5,16,8,180,320,2560,320,1645714285.7142859,10.0,0.35714285714285715,2.5,4.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,10,4,3,5,16,8,180,240,1920,240,864000000.0,7.0,0.25,1.75,2.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,8,11,4,4,5,16,8,180,320,2560,320,1810285714.2857141,11.0,0.39285714285714285,2.75,4.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,0,4,3,5,16,8,180,240,1920,240,2388787200.0,15.0,0.3333333333333333,3.0,4.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,1,4,4,5,16,8,180,320,2560,320,3822059520.0,18.0,0.4,3.6,4.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,2,4,4,5,16,8,180,320,2560,320,2760376319.9999995,13.0,0.28888888888888886,2.6,4.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,3,4,2,5,16,8,180,160,1280,160,2017198080.0,19.0,0.4222222222222222,3.8,5.0,2.0,2.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,4,4,4,5,16,8,180,320,2560,320,2972712960.0,14.0,0.3111111111111111,2.8,5.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,5,4,3,5,16,8,180,240,1920,240,2548039680.0,16.0,0.35555555555555557,3.2,5.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,6,4,3,5,16,8,180,240,1920,240,2548039680.0,16.0,0.35555555555555557,3.2,4.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,7,4,4,5,16,8,180,320,2560,320,3397386240.0,16.0,0.35555555555555557,3.2,6.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,8,4,3,5,16,8,180,240,1920,240,2707292160.0,17.0,0.37777777777777777,3.4,6.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,9,4,3,5,16,8,180,240,1920,240,3185049600.0,20.0,0.4444444444444444,4.0,6.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,10,4,4,5,16,8,180,320,2560,320,3185049600.0,15.0,0.3333333333333333,3.0,5.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,10,11,4,4,5,16,8,180,320,2560,320,2760376319.9999995,13.0,0.28888888888888886,2.6,4.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,0,4,3,5,16,8,180,240,1920,240,4224363054.5454545,21.0,0.3181818181818182,3.5,6.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,1,4,4,5,16,8,180,320,2560,320,6437124654.545455,24.0,0.36363636363636365,4.0,6.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,2,4,4,5,16,8,180,320,2560,320,6437124654.545455,24.0,0.36363636363636365,4.0,5.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,3,4,4,5,16,8,180,320,2560,320,6973551709.090909,26.0,0.3939393939393939,4.333333333333333,6.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,4,4,4,5,16,8,180,320,2560,320,5900697600.0,22.0,0.3333333333333333,3.6666666666666665,5.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,5,4,4,5,16,8,180,320,2560,320,6437124654.545455,24.0,0.36363636363636365,4.0,5.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,6,4,3,5,16,8,180,240,1920,240,4626683345.454546,23.0,0.3484848484848485,3.8333333333333335,6.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,7,4,3,5,16,8,180,240,1920,240,5632484072.727273,28.0,0.42424242424242425,4.666666666666667,8.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,8,4,4,5,16,8,180,320,2560,320,5900697600.0,22.0,0.3333333333333333,3.6666666666666665,5.0,4.0,0.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,9,4,3,5,16,8,180,240,1920,240,4626683345.454546,23.0,0.3484848484848485,3.8333333333333335,6.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,10,4,3,5,16,8,180,240,1920,240,5431323927.272728,27.0,0.4090909090909091,4.5,6.0,3.0,1.0,
dynamic_network_atlas,strong,modular_two_community,random_graph,12,11,4,4,5,16,8,180,320,2560,320,4827843490.909091,18.0,0.2727272727272727,3.0,4.0,4.0,0.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,0,4,3,5,16,8,180,240,1920,240,1974857142.8571427,16.0,0.5714285714285714,4.0,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,1,4,2,5,16,8,180,160,1280,160,1152000000.0,14.0,0.5,3.5,6.0,2.0,2.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,2,4,3,5,16,8,180,240,1920,240,1481142857.142857,12.0,0.42857142857142855,3.0,5.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,3,4,2,5,16,8,180,160,1280,160,1398857142.8571427,17.0,0.6071428571428571,4.25,6.0,2.0,2.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,4,4,3,5,16,8,180,240,1920,240,2962285714.285714,24.0,0.8571428571428571,6.0,7.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,5,4,4,5,16,8,180,320,2560,320,2633142857.142857,16.0,0.5714285714285714,4.0,6.0,4.0,0.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,6,4,3,5,16,8,180,240,1920,240,1728000000.0,14.0,0.5,3.5,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,7,4,2,5,16,8,180,160,1280,160,987428571.4285713,12.0,0.42857142857142855,3.0,4.0,2.0,2.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,8,4,3,5,16,8,180,240,1920,240,1728000000.0,14.0,0.5,3.5,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,9,4,3,5,16,8,180,240,1920,240,1728000000.0,14.0,0.5,3.5,5.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,10,4,3,5,16,8,180,240,1920,240,1110857142.857143,9.0,0.32142857142857145,2.25,4.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,8,11,4,2,5,16,8,180,160,1280,160,1892571428.5714285,23.0,0.8214285714285714,5.75,7.0,2.0,2.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,0,4,3,5,16,8,180,240,1920,240,3025797120.0,19.0,0.4222222222222222,3.8,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,1,4,3,5,16,8,180,240,1920,240,2229534720.0,14.0,0.3111111111111111,2.8,4.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,2,4,3,5,16,8,180,240,1920,240,3025797120.0,19.0,0.4222222222222222,3.8,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,3,4,3,5,16,8,180,240,1920,240,3503554560.0,22.0,0.4888888888888889,4.4,7.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,4,4,3,5,16,8,180,240,1920,240,2548039680.0,16.0,0.35555555555555557,3.2,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,5,4,3,5,16,8,180,240,1920,240,2866544640.0,18.0,0.4,3.6,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,6,4,3,5,16,8,180,240,1920,240,3662807039.9999995,23.0,0.5111111111111111,4.6,7.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,7,4,3,5,16,8,180,240,1920,240,3981312000.0,25.0,0.5555555555555556,5.0,7.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,8,4,4,5,16,8,180,320,2560,320,3185049600.0,15.0,0.3333333333333333,3.0,4.0,4.0,0.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,9,4,2,5,16,8,180,160,1280,160,4246732800.0,40.0,0.8888888888888888,8.0,9.0,2.0,2.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,10,4,3,5,16,8,180,240,1920,240,3185049600.0,20.0,0.4444444444444444,4.0,7.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,10,11,4,3,5,16,8,180,240,1920,240,3025797120.0,19.0,0.4222222222222222,3.8,7.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,0,4,3,5,16,8,180,240,1920,240,4224363054.5454545,21.0,0.3181818181818182,3.5,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,1,4,4,5,16,8,180,320,2560,320,5364270545.454546,20.0,0.30303030303030304,3.3333333333333335,5.0,4.0,0.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,2,4,3,5,16,8,180,240,1920,240,4224363054.5454545,21.0,0.3181818181818182,3.5,5.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,3,4,3,5,16,8,180,240,1920,240,4224363054.5454545,21.0,0.3181818181818182,3.5,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,4,4,3,5,16,8,180,240,1920,240,7040605090.909091,35.0,0.5303030303030303,5.833333333333333,9.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,5,4,2,5,16,8,180,160,1280,160,4693736727.272727,35.0,0.5303030303030303,5.833333333333333,9.0,2.0,2.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,6,4,4,5,16,8,180,320,2560,320,5364270545.454546,20.0,0.30303030303030304,3.3333333333333335,6.0,4.0,0.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,7,4,3,5,16,8,180,240,1920,240,4626683345.454546,23.0,0.3484848484848485,3.8333333333333335,6.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,8,4,3,5,16,8,180,240,1920,240,4023202909.090909,20.0,0.30303030303030304,3.3333333333333335,5.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,9,4,3,5,16,8,180,240,1920,240,6235964509.090909,31.0,0.4696969696969697,5.166666666666667,9.0,3.0,1.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,10,4,2,5,16,8,180,160,1280,160,4425523200.0,33.0,0.5,5.5,9.0,2.0,2.0,
dynamic_network_atlas,strong,random_geometric,random_spatial,12,11,4,3,5,16,8,180,240,1920,240,4425523200.0,22.0,0.3333333333333333,3.6666666666666665,7.0,3.0,1.0,
dynamic_network_atlas,strong,square_lattice_2d,deterministic_spatial,8,0,4,3,5,16,8,180,240,1920,240,1234285714.2857144,10.0,0.35714285714285715,2.5,4.0,3.0,1.0,
dynamic_network_atlas,strong,square_lattice_2d,deterministic_spatial,10,0,4,2,5,16,8,180,160,1280,160,1380188159.9999998,13.0,0.28888888888888886,2.6,4.0,2.0,2.0,
dynamic_network_atlas,strong,square_lattice_2d,deterministic_spatial,12,0,4,3,5,16,8,180,240,1920,240,3419722472.7272725,17.0,0.25757575757575757,2.8333333333333335,4.0,3.0,1.0,
dynamic_network_atlas,strong,bottleneck,deterministic_spatial,8,0,4,3,5,16,8,180,240,1920,240,1110857142.857143,9.0,0.32142857142857145,2.25,3.0,3.0,1.0,
dynamic_network_atlas,strong,bottleneck,deterministic_spatial,10,0,4,2,5,16,8,180,160,1280,160,1167851520.0,11.0,0.24444444444444444,2.2,3.0,2.0,2.0,
dynamic_network_atlas,strong,bottleneck,deterministic_spatial,12,0,4,3,5,16,8,180,240,1920,240,3017402181.8181815,15.0,0.22727272727272727,2.5,3.0,3.0,1.0,
dynamic_network_atlas,strong,clustered,deterministic_spatial,8,0,4,3,5,16,8,180,240,1920,240,1110857142.857143,9.0,0.32142857142857145,2.25,3.0,3.0,1.0,
dynamic_network_atlas,strong,clustered,deterministic_spatial,10,0,4,2,5,16,8,180,160,1280,160,1167851520.0,11.0,0.24444444444444444,2.2,3.0,2.0,2.0,
dynamic_network_atlas,strong,clustered,deterministic_spatial,12,0,4,3,5,16,8,180,240,1920,240,3017402181.8181815,15.0,0.22727272727272727,2.5,3.0,3.0,1.0,
dynamic_network_atlas,strong,sierpinski_gasket,deterministic_fractal,8,0,4,3,5,16,8,180,240,1920,240,864000000.0,7.0,0.25,1.75,3.0,3.0,1.0,
dynamic_network_atlas,strong,sierpinski_gasket,deterministic_fractal,10,0,4,3,5,16,8,180,240,1920,240,1433272320.0,9.0,0.2,1.8,3.0,3.0,1.0,
dynamic_network_atlas,strong,sierpinski_gasket,deterministic_fractal,12,0,4,3,5,16,8,180,240,1920,240,2212761600.0,11.0,0.16666666666666666,1.8333333333333333,3.0,3.0,1.0,
dynamic_network_atlas,strong,sierpinski_carpet_like,deterministic_fractal,8,0,4,2,5,16,8,180,160,1280,160,658285714.2857143,8.0,0.2857142857142857,2.0,2.0,2.0,2.0,
dynamic_network_atlas,strong,sierpinski_carpet_like,deterministic_fractal,10,0,4,3,5,16,8,180,240,1920,240,1433272320.0,9.0,0.2,1.8,3.0,3.0,1.0,
dynamic_network_atlas,strong,sierpinski_carpet_like,deterministic_fractal,12,0,4,4,5,16,8,180,320,2560,320,3486775854.5454545,13.0,0.19696969696969696,2.1666666666666665,3.0,4.0,0.0,
dynamic_network_atlas,intense,chain,deterministic_sparse,8,0,4,3,8,24,15,220,576,8640,576,4752000000.0,7.0,0.25,1.75,2.0,3.0,1.0,
dynamic_network_atlas,intense,chain,deterministic_sparse,10,0,4,3,8,24,15,220,576,8640,576,7882997760.0,9.0,0.2,1.8,2.0,3.0,1.0,
dynamic_network_atlas,intense,chain,deterministic_sparse,12,0,4,3,8,24,15,220,576,8640,576,12170188800.0,11.0,0.16666666666666666,1.8333333333333333,2.0,3.0,1.0,
dynamic_network_atlas,intense,chain,deterministic_sparse,16,0,4,3,8,24,15,220,576,8640,576,24942297600.0,15.0,0.125,1.875,2.0,3.0,1.0,
dynamic_network_atlas,intense,ring,deterministic_sparse,8,0,4,2,8,24,15,220,384,5760,384,3620571428.5714283,8.0,0.2857142857142857,2.0,2.0,2.0,2.0,
dynamic_network_atlas,intense,ring,deterministic_sparse,10,0,4,2,8,24,15,220,384,5760,384,5839257600.0,10.0,0.2222222222222222,2.0,2.0,2.0,2.0,
dynamic_network_atlas,intense,ring,deterministic_sparse,12,0,4,2,8,24,15,220,384,5760,384,8851046400.0,12.0,0.18181818181818182,2.0,2.0,2.0,2.0,
dynamic_network_atlas,intense,ring,deterministic_sparse,16,0,4,2,8,24,15,220,384,5760,384,17736744960.0,16.0,0.13333333333333333,2.0,2.0,2.0,2.0,
dynamic_network_atlas,intense,complete,deterministic_dense,8,0,4,1,8,24,15,220,192,2880,192,6336000000.0,28.0,1.0,7.0,7.0,1.0,3.0,
dynamic_network_atlas,intense,complete,deterministic_dense,10,0,4,1,8,24,15,220,192,2880,192,13138329600.0,45.0,1.0,9.0,9.0,1.0,3.0,
dynamic_network_atlas,intense,complete,deterministic_dense,12,0,4,1,8,24,15,220,192,2880,192,24340377600.0,66.0,1.0,11.0,11.0,1.0,3.0,
dynamic_network_atlas,intense,complete,deterministic_dense,16,0,4,1,8,24,15,220,192,2880,192,66512793600.0,120.0,1.0,15.0,15.0,1.0,3.0,
dynamic_network_atlas,intense,star,deterministic_hub,8,0,4,2,8,24,15,220,384,5760,384,3168000000.0,7.0,0.25,1.75,7.0,2.0,2.0,
dynamic_network_atlas,intense,star,deterministic_hub,10,0,4,2,8,24,15,220,384,5760,384,5255331840.0,9.0,0.2,1.8,9.0,2.0,2.0,
dynamic_network_atlas,intense,star,deterministic_hub,12,0,4,2,8,24,15,220,384,5760,384,8113459200.0,11.0,0.16666666666666666,1.8333333333333333,11.0,2.0,2.0,
dynamic_network_atlas,intense,star,deterministic_hub,16,0,4,2,8,24,15,220,384,5760,384,16628198400.0,15.0,0.125,1.875,15.0,2.0,2.0,
dynamic_network_atlas,intense,erdos_renyi,random_graph,8,0,4,3,8,24,15,220,576,8640,576,6788571428.571428,10.0,0.35714285714285715,2.5,4.0,3.0,1.0,
dynamic_network_atlas,intense,erdos_renyi,random_graph,8,1,4,4,8,24,15,220,768,11520,768,9956571428.571428,11.0,0.39285714285714285,2.75,4.0,4.0,0.0,
dynamic_network_atlas,intense,erdos_renyi,random_graph,8,2,4,4,8,24,15,220,768,11520,768,7241142857.142857,8.0,0.2857142857142857,2.0,4.0,4.0,0.0,
dynamic_network_atlas,intense,erdos_renyi,random_graph,8,3,4,3,8,24,15,220,576,8640,576,7467428571.428572,11.0,0.39285714285714285,2.75,4.0,3.0,1.0,
