family,n_sites,target_label,arrival_quantum,arrival_classical,arrival_delta_quantum_minus_classical,quantum_hitting_time,classical_hitting_time,comparison_label
chain,8,site_0,0.5711732849820322,0.010378794353607914,0.5607944906284243,4.19047619047619,8.0,quantum_advantage_like
chain,8,site_1,0.3889425925727548,0.02881054211502345,0.3601320504577314,4.063492063492063,8.0,quantum_advantage_like
chain,8,site_2,0.358722530949307,0.06271980724236985,0.29600272370693714,3.4285714285714284,8.0,quantum_advantage_like
chain,8,site_3,0.3708566994879186,0.13372930806498184,0.23712739142293676,2.7936507936507935,6.857142857142857,quantum_advantage_like
chain,8,site_4,0.3912728567625373,0.2642076373293057,0.12706521943323162,2.2857142857142856,4.19047619047619,quantum_advantage_like
chain,8,site_5,0.43256014529381376,0.47145877286717836,-0.0388986275733646,2.0317460317460316,2.1587301587301586,classical_explains
chain,8,site_6,0.5436864537177754,0.6913359299265285,-0.14764947620875313,1.1428571428571428,0.7619047619047619,inconclusive
chain,8,site_0,0.5711732849820322,0.010378794353607914,0.5607944906284243,4.19047619047619,8.0,quantum_advantage_like
chain,8,site_1,0.3889425925727548,0.02881054211502345,0.3601320504577314,4.063492063492063,8.0,quantum_advantage_like
chain,8,site_2,0.358722530949307,0.06271980724236985,0.29600272370693714,3.4285714285714284,8.0,quantum_advantage_like
chain,8,site_3,0.3708566994879186,0.13372930806498184,0.23712739142293676,2.7936507936507935,6.857142857142857,quantum_advantage_like
chain,8,site_4,0.3912728567625373,0.2642076373293057,0.12706521943323162,2.2857142857142856,4.19047619047619,quantum_advantage_like
chain,8,site_5,0.43256014529381376,0.47145877286717836,-0.0388986275733646,2.0317460317460316,2.1587301587301586,classical_explains
chain,8,site_6,0.5436864537177754,0.6913359299265285,-0.14764947620875313,1.1428571428571428,0.7619047619047619,inconclusive
chain,8,site_0,0.46829800110786685,0.010378794353607914,0.45791920675425896,4.317460317460317,8.0,quantum_advantage_like
chain,8,site_1,0.3251490902179846,0.02881054211502345,0.2963385481029612,4.19047619047619,8.0,quantum_advantage_like
chain,8,site_2,0.30140322829660265,0.06271980724236985,0.2386834210542328,3.5555555555555554,8.0,quantum_advantage_like
chain,8,site_3,0.3554633480058591,0.13372930806498184,0.22173403994087726,2.9206349206349205,6.857142857142857,quantum_advantage_like
chain,8,site_4,0.3772882963536329,0.2642076373293057,0.11308065902432723,2.2857142857142856,4.19047619047619,quantum_advantage_like
chain,8,site_5,0.4291470602923303,0.47145877286717836,-0.04231171257484806,2.1587301587301586,2.1587301587301586,classical_explains
chain,8,site_6,0.5580457572902654,0.6913359299265285,-0.13329017263626308,1.1428571428571428,0.7619047619047619,inconclusive
chain,8,site_0,0.5433949138323162,0.010378794353607914,0.5330161194787083,4.317460317460317,8.0,quantum_advantage_like
chain,8,site_1,0.34828529599490654,0.02881054211502345,0.3194747538798831,4.19047619047619,8.0,quantum_advantage_like
chain,8,site_2,0.3148267713897187,0.06271980724236985,0.25210696414734884,3.4285714285714284,8.0,quantum_advantage_like
chain,8,site_3,0.35527165344632833,0.13372930806498184,0.22154234538134648,2.9206349206349205,6.857142857142857,quantum_advantage_like
chain,8,site_4,0.37564634943619035,0.2642076373293057,0.11143871210688466,2.2857142857142856,4.19047619047619,quantum_advantage_like
chain,8,site_5,0.43081992026852833,0.47145877286717836,-0.04063885259865002,2.1587301587301586,2.1587301587301586,classical_explains
chain,8,site_6,0.5468869382574445,0.6913359299265285,-0.14444899166908398,1.1428571428571428,0.7619047619047619,inconclusive
chain,10,site_0,0.5156434152836606,0.0012793344704750361,0.5143640808131856,5.333333333333333,8.0,quantum_advantage_like
chain,10,site_1,0.3270239663039587,0.004057963184995059,0.3229660031189636,5.333333333333333,8.0,quantum_advantage_like
chain,10,site_2,0.26050306044654026,0.010464170512210349,0.25003888993432993,4.571428571428571,8.0,quantum_advantage_like
chain,10,site_3,0.3027006751895762,0.02639819986878644,0.2763024753207898,3.9365079365079363,8.0,quantum_advantage_like
chain,10,site_4,0.28994932208891655,0.061850645625880996,0.22809867646303555,3.4285714285714284,8.0,quantum_advantage_like
chain,10,site_5,0.2617696405049651,0.13344737022092445,0.12832227028404064,3.6825396825396823,6.857142857142857,quantum_advantage_like
chain,10,site_6,0.3385594948826278,0.26412253852085554,0.07443695636177228,2.7936507936507935,4.19047619047619,quantum_advantage_like
chain,10,site_7,0.4322751514275042,0.47143470280370836,-0.03915955137620414,2.0317460317460316,2.1587301587301586,classical_explains
chain,10,site_8,0.543602213079271,0.6913293684379042,-0.14772715535863312,1.1428571428571428,0.7619047619047619,inconclusive
chain,10,site_0,0.5156434152836606,0.0012793344704750361,0.5143640808131856,5.333333333333333,8.0,quantum_advantage_like
chain,10,site_1,0.3270239663039587,0.004057963184995059,0.3229660031189636,5.333333333333333,8.0,quantum_advantage_like
chain,10,site_2,0.26050306044654026,0.010464170512210349,0.25003888993432993,4.571428571428571,8.0,quantum_advantage_like
chain,10,site_3,0.3027006751895762,0.02639819986878644,0.2763024753207898,3.9365079365079363,8.0,quantum_advantage_like
chain,10,site_4,0.28994932208891655,0.061850645625880996,0.22809867646303555,3.4285714285714284,8.0,quantum_advantage_like
chain,10,site_5,0.2617696405049651,0.13344737022092445,0.12832227028404064,3.6825396825396823,6.857142857142857,quantum_advantage_like
chain,10,site_6,0.3385594948826278,0.26412253852085554,0.07443695636177228,2.7936507936507935,4.19047619047619,quantum_advantage_like
chain,10,site_7,0.4322751514275042,0.47143470280370836,-0.03915955137620414,2.0317460317460316,2.1587301587301586,classical_explains
chain,10,site_8,0.543602213079271,0.6913293684379042,-0.14772715535863312,1.1428571428571428,0.7619047619047619,inconclusive
chain,10,site_0,0.3345252262336756,0.0012793344704750361,0.3332458917632006,5.4603174603174605,8.0,quantum_advantage_like
chain,10,site_1,0.23406100609877006,0.004057963184995059,0.230003042913775,5.587301587301587,8.0,quantum_advantage_like
chain,10,site_2,0.2558342153231232,0.010464170512210349,0.24537004481091287,4.825396825396825,8.0,quantum_advantage_like
chain,10,site_3,0.2708171274892527,0.02639819986878644,0.24441892762046624,4.19047619047619,8.0,quantum_advantage_like
chain,10,site_4,0.25570128901746386,0.061850645625880996,0.19385064339158287,3.5555555555555554,8.0,quantum_advantage_like
chain,10,site_5,0.2621079244489581,0.13344737022092445,0.12866055422803363,2.9206349206349205,6.857142857142857,quantum_advantage_like
chain,10,site_6,0.33608939844339664,0.26412253852085554,0.0719668599225411,2.7936507936507935,4.19047619047619,quantum_advantage_like
chain,10,site_7,0.4340411531536424,0.47143470280370836,-0.03739354965006597,2.1587301587301586,2.1587301587301586,classical_explains
chain,10,site_8,0.5537553933747905,0.6913293684379042,-0.13757397506311364,1.1428571428571428,0.7619047619047619,inconclusive
chain,10,site_0,0.35601065358341855,0.0012793344704750361,0.35473131911294353,5.4603174603174605,8.0,quantum_advantage_like
chain,10,site_1,0.1681923837621219,0.004057963184995059,0.16413442057712685,6.857142857142857,8.0,quantum_advantage_like
chain,10,site_2,0.23500135607101016,0.010464170512210349,0.2245371855587998,4.9523809523809526,8.0,quantum_advantage_like
chain,10,site_3,0.32635817973407977,0.02639819986878644,0.2999599798652933,4.19047619047619,8.0,quantum_advantage_like
chain,10,site_4,0.21742136874911555,0.061850645625880996,0.15557072312323456,3.6825396825396823,8.0,quantum_advantage_like
chain,10,site_5,0.30681661254155596,0.13344737022092445,0.1733692423206315,2.9206349206349205,6.857142857142857,quantum_advantage_like
chain,10,site_6,0.3246003373602228,0.26412253852085554,0.06047779883936727,2.9206349206349205,4.19047619047619,quantum_advantage_like
chain,10,site_7,0.418294675736719,0.47143470280370836,-0.05314002706698934,2.1587301587301586,2.1587301587301586,inconclusive
chain,10,site_8,0.5424014720619081,0.6913293684379042,-0.14892789637599602,1.1428571428571428,0.7619047619047619,inconclusive
ring,8,site_0,0.3803004907829865,0.40814432230843184,-0.02784383152544534,1.2698412698412698,1.2698412698412698,classical_explains
ring,8,site_1,0.32006748664126117,0.2539547408441337,0.06611274579712745,2.2857142857142856,3.4285714285714284,quantum_advantage_like
ring,8,site_2,0.302921817135551,0.16321239438561985,0.13970942274993114,3.6825396825396823,5.841269841269841,quantum_advantage_like
ring,8,site_3,0.661773729949857,0.1334698847235054,0.5283038452263515,2.2857142857142856,6.857142857142857,quantum_advantage_like
ring,8,site_4,0.30292181713555105,0.16321239438561982,0.13970942274993123,3.6825396825396823,5.841269841269841,quantum_advantage_like
ring,8,site_5,0.320067486641261,0.2539547408441338,0.06611274579712723,2.2857142857142856,3.4285714285714284,quantum_advantage_like
ring,8,site_6,0.3803004907829865,0.4081443223084318,-0.027843831525445284,1.2698412698412698,1.2698412698412698,classical_explains
ring,8,site_0,0.3803004907829865,0.40814432230843184,-0.02784383152544534,1.2698412698412698,1.2698412698412698,classical_explains
ring,8,site_1,0.32006748664126117,0.2539547408441337,0.06611274579712745,2.2857142857142856,3.4285714285714284,quantum_advantage_like
ring,8,site_2,0.302921817135551,0.16321239438561985,0.13970942274993114,3.6825396825396823,5.841269841269841,quantum_advantage_like
ring,8,site_3,0.661773729949857,0.1334698847235054,0.5283038452263515,2.2857142857142856,6.857142857142857,quantum_advantage_like
ring,8,site_4,0.30292181713555105,0.16321239438561982,0.13970942274993123,3.6825396825396823,5.841269841269841,quantum_advantage_like
ring,8,site_5,0.320067486641261,0.2539547408441338,0.06611274579712723,2.2857142857142856,3.4285714285714284,quantum_advantage_like
ring,8,site_6,0.3803004907829865,0.4081443223084318,-0.027843831525445284,1.2698412698412698,1.2698412698412698,classical_explains
ring,8,site_0,0.38372674258075584,0.40814432230843184,-0.024417579727675998,1.2698412698412698,1.2698412698412698,classical_explains
ring,8,site_1,0.3934047623205795,0.2539547408441337,0.1394500214764458,1.9047619047619047,3.4285714285714284,quantum_advantage_like
ring,8,site_2,0.2770876147646291,0.16321239438561985,0.11387522037900927,3.6825396825396823,5.841269841269841,quantum_advantage_like
ring,8,site_3,0.5024333913150013,0.1334698847235054,0.3689635065914959,2.2857142857142856,6.857142857142857,quantum_advantage_like
ring,8,site_4,0.3024558286574115,0.16321239438561982,0.13924343427179167,3.6825396825396823,5.841269841269841,quantum_advantage_like
ring,8,site_5,0.31417892767988964,0.2539547408441338,0.060224186835755866,2.0317460317460316,3.4285714285714284,quantum_advantage_like
ring,8,site_6,0.3820115251129065,0.4081443223084318,-0.026132797195525304,1.2698412698412698,1.2698412698412698,classical_explains
ring,8,site_0,0.38366419430163834,0.40814432230843184,-0.0244801280067935,1.2698412698412698,1.2698412698412698,classical_explains
ring,8,site_1,0.31477253532641186,0.2539547408441337,0.06081779448227814,2.4126984126984126,3.4285714285714284,quantum_advantage_like
ring,8,site_2,0.2831959146074887,0.16321239438561985,0.11998352022186887,3.6825396825396823,5.841269841269841,quantum_advantage_like
ring,8,site_3,0.5868624918133252,0.1334698847235054,0.45339260708981977,2.2857142857142856,6.857142857142857,quantum_advantage_like
ring,8,site_4,0.2855515908752652,0.16321239438561982,0.12233919648964539,3.6825396825396823,5.841269841269841,quantum_advantage_like
ring,8,site_5,0.31839340619262446,0.2539547408441338,0.06443866534849069,2.4126984126984126,3.4285714285714284,quantum_advantage_like
ring,8,site_6,0.38239219905121813,0.4081443223084318,-0.025752123257213655,1.2698412698412698,1.2698412698412698,classical_explains
ring,10,site_0,0.35410358619681687,0.40338289858145093,-0.049279312384634066,1.2698412698412698,1.2698412698412698,classical_explains
ring,10,site_1,0.27847268053415186,0.2425834220962612,0.035889258437890675,2.4126984126984126,3.4285714285714284,classical_explains
ring,10,site_2,0.2540846598731722,0.13745364171162322,0.11663101816154897,2.6666666666666665,6.349206349206349,quantum_advantage_like
ring,10,site_3,0.21583549211163647,0.0799149126941348,0.13592057941750169,4.444444444444445,8.0,quantum_advantage_like
ring,10,site_4,0.44173027319811925,0.06184463533519752,0.37988563786292173,2.9206349206349205,8.0,quantum_advantage_like
ring,10,site_5,0.2158354921116364,0.07991491269413478,0.13592057941750163,4.444444444444445,8.0,quantum_advantage_like
ring,10,site_6,0.2540846598731723,0.13745364171162328,0.11663101816154903,2.6666666666666665,6.349206349206349,quantum_advantage_like
ring,10,site_7,0.2784726805341518,0.24258342209626121,0.03588925843789059,2.4126984126984126,3.4285714285714284,classical_explains
ring,10,site_8,0.3541035861968168,0.403382898581451,-0.04927931238463418,1.2698412698412698,1.2698412698412698,classical_explains
ring,10,site_0,0.35410358619681687,0.40338289858145093,-0.049279312384634066,1.2698412698412698,1.2698412698412698,classical_explains
ring,10,site_1,0.27847268053415186,0.2425834220962612,0.035889258437890675,2.4126984126984126,3.4285714285714284,classical_explains
ring,10,site_2,0.2540846598731722,0.13745364171162322,0.11663101816154897,2.6666666666666665,6.349206349206349,quantum_advantage_like
ring,10,site_3,0.21583549211163647,0.0799149126941348,0.13592057941750169,4.444444444444445,8.0,quantum_advantage_like
ring,10,site_4,0.44173027319811925,0.06184463533519752,0.37988563786292173,2.9206349206349205,8.0,quantum_advantage_like
ring,10,site_5,0.2158354921116364,0.07991491269413478,0.13592057941750163,4.444444444444445,8.0,quantum_advantage_like
ring,10,site_6,0.2540846598731723,0.13745364171162328,0.11663101816154903,2.6666666666666665,6.349206349206349,quantum_advantage_like
ring,10,site_7,0.2784726805341518,0.24258342209626121,0.03588925843789059,2.4126984126984126,3.4285714285714284,classical_explains
ring,10,site_8,0.3541035861968168,0.403382898581451,-0.04927931238463418,1.2698412698412698,1.2698412698412698,classical_explains
ring,10,site_0,0.3537494363665283,0.40338289858145093,-0.04963346221492265,1.2698412698412698,1.2698412698412698,classical_explains
ring,10,site_1,0.3257216333596739,0.2425834220962612,0.08313821126341273,2.0317460317460316,3.4285714285714284,quantum_advantage_like
ring,10,site_2,0.22798829223924524,0.13745364171162322,0.09053465052762202,3.9365079365079363,6.349206349206349,quantum_advantage_like
ring,10,site_3,0.20895321631652805,0.0799149126941348,0.12903830362239327,4.698412698412698,8.0,quantum_advantage_like
ring,10,site_4,0.3398952917125039,0.06184463533519752,0.27805065637730636,2.9206349206349205,8.0,quantum_advantage_like
ring,10,site_5,0.19581574017657202,0.07991491269413478,0.11590082748243724,5.079365079365079,8.0,quantum_advantage_like
ring,10,site_6,0.23462458483292614,0.13745364171162328,0.09717094312130287,3.8095238095238093,6.349206349206349,quantum_advantage_like
ring,10,site_7,0.277057092073657,0.24258342209626121,0.03447366997739576,2.4126984126984126,3.4285714285714284,classical_explains
ring,10,site_8,0.36935412688816116,0.403382898581451,-0.03402877169328983,1.1428571428571428,1.2698412698412698,classical_explains
ring,10,site_0,0.36485307193848415,0.40338289858145093,-0.03852982664296678,1.2698412698412698,1.2698412698412698,classical_explains
ring,10,site_1,0.3073520218573724,0.2425834220962612,0.06476859976111124,1.9047619047619047,3.4285714285714284,quantum_advantage_like
ring,10,site_2,0.23286675794318829,0.13745364171162322,0.09541311623156506,3.8095238095238093,6.349206349206349,quantum_advantage_like
ring,10,site_3,0.20120248219945866,0.0799149126941348,0.12128756950532386,4.825396825396825,8.0,quantum_advantage_like
ring,10,site_4,0.33395549579448913,0.06184463533519752,0.2721108604592916,2.9206349206349205,8.0,quantum_advantage_like
ring,10,site_5,0.1991820667800266,0.07991491269413478,0.11926715408589181,4.9523809523809526,8.0,quantum_advantage_like
ring,10,site_6,0.22437170521779057,0.13745364171162328,0.08691806350616729,4.19047619047619,6.349206349206349,quantum_advantage_like
ring,10,site_7,0.3074158889508097,0.24258342209626121,0.06483246685454847,2.6666666666666665,3.4285714285714284,quantum_advantage_like
ring,10,site_8,0.34836404029987716,0.403382898581451,-0.055018858281573824,1.2698412698412698,1.2698412698412698,inconclusive
modular_two_community,8,site_0,0.21790740806195003,0.07602346535925548,0.14188394270269455,4.698412698412698,8.0,quantum_advantage_like
modular_two_community,8,site_1,0.246953377093772,0.2017192200970689,0.04523415699670308,4.063492063492063,4.825396825396825,classical_explains
modular_two_community,8,site_2,0.2341934027828555,0.17622788895198627,0.05796551383086923,4.317460317460317,5.206349206349206,quantum_advantage_like
modular_two_community,8,site_3,0.26184397116788755,0.11869682089474272,0.14314715027314484,3.8095238095238093,7.238095238095237,quantum_advantage_like
modular_two_community,8,site_4,0.3611716656794742,0.44061535415550757,-0.07944368847603339,2.0317460317460316,1.6507936507936507,inconclusive
modular_two_community,8,site_5,0.382412795296324,0.35308929089911023,0.029323504397213762,1.3968253968253967,1.6507936507936507,classical_explains
modular_two_community,8,site_6,0.4886669548879585,0.45160065401138183,0.0370663008765767,1.0158730158730158,1.5238095238095237,classical_explains
modular_two_community,8,site_0,0.21790740806195003,0.07602346535925548,0.14188394270269455,4.698412698412698,8.0,quantum_advantage_like
modular_two_community,8,site_1,0.246953377093772,0.2017192200970689,0.04523415699670308,4.063492063492063,4.825396825396825,classical_explains
modular_two_community,8,site_2,0.2341934027828555,0.17622788895198627,0.05796551383086923,4.317460317460317,5.206349206349206,quantum_advantage_like
modular_two_community,8,site_3,0.26184397116788755,0.11869682089474272,0.14314715027314484,3.8095238095238093,7.238095238095237,quantum_advantage_like
modular_two_community,8,site_4,0.3611716656794742,0.44061535415550757,-0.07944368847603339,2.0317460317460316,1.6507936507936507,inconclusive
modular_two_community,8,site_5,0.382412795296324,0.35308929089911023,0.029323504397213762,1.3968253968253967,1.6507936507936507,classical_explains
modular_two_community,8,site_6,0.4886669548879585,0.45160065401138183,0.0370663008765767,1.0158730158730158,1.5238095238095237,classical_explains
modular_two_community,8,site_0,0.23780508669539105,0.07602346535925548,0.16178162133613555,4.444444444444445,8.0,quantum_advantage_like
modular_two_community,8,site_1,0.2934349127925239,0.2017192200970689,0.09171569269545501,3.5555555555555554,4.825396825396825,quantum_advantage_like
modular_two_community,8,site_2,0.2342267781939832,0.17622788895198627,0.05799888924199692,4.444444444444445,5.206349206349206,quantum_advantage_like
modular_two_community,8,site_3,0.2870994430726643,0.11869682089474272,0.16840262217792157,3.0476190476190474,7.238095238095237,quantum_advantage_like
modular_two_community,8,site_4,0.3598103308611199,0.44061535415550757,-0.08080502329438766,2.0317460317460316,1.6507936507936507,inconclusive
modular_two_community,8,site_5,0.38103497464094427,0.35308929089911023,0.027945683741834038,1.5238095238095237,1.6507936507936507,classical_explains
modular_two_community,8,site_6,0.43367702996998253,0.45160065401138183,-0.0179236240413993,1.1428571428571428,1.5238095238095237,classical_explains
modular_two_community,8,site_0,0.22352075361310933,0.07602346535925548,0.14749728825385383,4.698412698412698,8.0,quantum_advantage_like
modular_two_community,8,site_1,0.23401777428835616,0.2017192200970689,0.03229855419128724,4.19047619047619,4.825396825396825,classical_explains
modular_two_community,8,site_2,0.23674107159948435,0.17622788895198627,0.06051318264749808,4.317460317460317,5.206349206349206,quantum_advantage_like
modular_two_community,8,site_3,0.2842734436028469,0.11869682089474272,0.1655766227081042,3.0476190476190474,7.238095238095237,quantum_advantage_like
modular_two_community,8,site_4,0.35417750865088315,0.44061535415550757,-0.08643784550462441,2.1587301587301586,1.6507936507936507,inconclusive
modular_two_community,8,site_5,0.3695910139684298,0.35308929089911023,0.016501723069319574,1.6507936507936507,1.6507936507936507,classical_explains
modular_two_community,8,site_6,0.6056239240406454,0.45160065401138183,0.15402327002926353,1.0158730158730158,1.5238095238095237,quantum_advantage_like
modular_two_community,8,site_0,0.23468918805190878,0.19370303714225218,0.0409861509096566,4.19047619047619,5.079365079365079,classical_explains
modular_two_community,8,site_1,0.23091960293944597,0.1693552500876489,0.061564352851797066,4.317460317460317,5.4603174603174605,quantum_advantage_like
modular_two_community,8,site_2,0.23657846939270005,0.11302427675579821,0.12355419263690184,4.063492063492063,7.492063492063492,quantum_advantage_like
modular_two_community,8,site_3,0.20345707212359904,0.07225090520150067,0.13120616692209836,4.698412698412698,8.0,quantum_advantage_like
modular_two_community,8,site_4,0.39242231445639275,0.41009231479555075,-0.017670000339158,1.3968253968253967,1.5238095238095237,classical_explains
modular_two_community,8,site_5,0.3924223144563929,0.41009231479555086,-0.017670000339157943,1.3968253968253967,1.5238095238095237,classical_explains
modular_two_community,8,site_6,0.3526632898822275,0.5096974379973293,-0.15703414811510175,1.9047619047619047,1.5238095238095237,inconclusive
modular_two_community,8,site_0,0.23468918805190878,0.19370303714225218,0.0409861509096566,4.19047619047619,5.079365079365079,classical_explains
modular_two_community,8,site_1,0.23091960293944597,0.1693552500876489,0.061564352851797066,4.317460317460317,5.4603174603174605,quantum_advantage_like
modular_two_community,8,site_2,0.23657846939270005,0.11302427675579821,0.12355419263690184,4.063492063492063,7.492063492063492,quantum_advantage_like
modular_two_community,8,site_3,0.20345707212359904,0.07225090520150067,0.13120616692209836,4.698412698412698,8.0,quantum_advantage_like
modular_two_community,8,site_4,0.39242231445639275,0.41009231479555075,-0.017670000339158,1.3968253968253967,1.5238095238095237,classical_explains
modular_two_community,8,site_5,0.3924223144563929,0.41009231479555086,-0.017670000339157943,1.3968253968253967,1.5238095238095237,classical_explains
modular_two_community,8,site_6,0.3526632898822275,0.5096974379973293,-0.15703414811510175,1.9047619047619047,1.5238095238095237,inconclusive
modular_two_community,8,site_0,0.2316780976419343,0.19370303714225218,0.037975060499682134,4.317460317460317,5.079365079365079,classical_explains
modular_two_community,8,site_1,0.22639389916376643,0.1693552500876489,0.057038649076117526,4.444444444444445,5.4603174603174605,quantum_advantage_like
modular_two_community,8,site_2,0.2333810323129187,0.11302427675579821,0.1203567555571205,4.19047619047619,7.492063492063492,quantum_advantage_like
modular_two_community,8,site_3,0.2038417802008171,0.07225090520150067,0.13159087499931643,4.825396825396825,8.0,quantum_advantage_like
modular_two_community,8,site_4,0.5391052392995048,0.41009231479555075,0.12901292450395407,2.1587301587301586,1.5238095238095237,quantum_advantage_like
modular_two_community,8,site_5,0.3962621189525152,0.41009231479555086,-0.013830195843035686,1.3968253968253967,1.5238095238095237,classical_explains
modular_two_community,8,site_6,0.3526210881464462,0.5096974379973293,-0.15707634985088303,2.0317460317460316,1.5238095238095237,inconclusive
modular_two_community,8,site_0,0.225793348803264,0.19370303714225218,0.03209031166101181,4.317460317460317,5.079365079365079,classical_explains
modular_two_community,8,site_1,0.24589672880069086,0.1693552500876489,0.07654147871304195,4.063492063492063,5.4603174603174605,quantum_advantage_like
modular_two_community,8,site_2,0.23534607299862978,0.11302427675579821,0.12232179624283157,4.063492063492063,7.492063492063492,quantum_advantage_like
modular_two_community,8,site_3,0.22365264031257814,0.07225090520150067,0.15140173511107746,4.317460317460317,8.0,quantum_advantage_like
modular_two_community,8,site_4,0.3876748821617746,0.41009231479555075,-0.022417432633776158,1.3968253968253967,1.5238095238095237,classical_explains
modular_two_community,8,site_5,0.36327428553736685,0.41009231479555086,-0.04681802925818401,1.6507936507936507,1.5238095238095237,classical_explains
modular_two_community,8,site_6,0.36274172343880856,0.5096974379973293,-0.1469557145585207,1.7777777777777777,1.5238095238095237,inconclusive
modular_two_community,10,site_0,0.23185808427693114,0.1453794145798475,0.08647866969708365,3.9365079365079363,6.095238095238095,quantum_advantage_like
modular_two_community,10,site_1,0.22071579184100557,0.14375135035229036,0.0769644414887152,4.317460317460317,6.222222222222221,quantum_advantage_like
modular_two_community,10,site_2,0.14632265215728962,0.07847131715241189,0.06785133500487774,6.095238095238095,8.0,quantum_advantage_like
modular_two_community,10,site_3,0.1463226521572896,0.07847131715241196,0.06785133500487764,6.095238095238095,8.0,quantum_advantage_like
modular_two_community,10,site_4,0.14632265215728965,0.07847131715241196,0.0678513350048777,6.095238095238095,8.0,quantum_advantage_like
modular_two_community,10,site_5,0.30518500452322656,0.3393049636345391,-0.03411995911131255,2.4126984126984126,2.0317460317460316,classical_explains
modular_two_community,10,site_6,0.33047541411056014,0.41549927619712246,-0.08502386208656232,1.7777777777777777,1.7777777777777777,inconclusive
modular_two_community,10,site_7,0.30980634836500126,0.3123658228155908,-0.002559474450589516,2.0317460317460316,2.0317460317460316,classical_explains
modular_two_community,10,site_8,0.42445760088079104,0.38025546227388907,0.044202138606901975,1.9047619047619047,1.7777777777777777,classical_explains
modular_two_community,10,site_0,0.23185808427693114,0.1453794145798475,0.08647866969708365,3.9365079365079363,6.095238095238095,quantum_advantage_like
modular_two_community,10,site_1,0.22071579184100557,0.14375135035229036,0.0769644414887152,4.317460317460317,6.222222222222221,quantum_advantage_like
modular_two_community,10,site_2,0.14632265215728962,0.07847131715241189,0.06785133500487774,6.095238095238095,8.0,quantum_advantage_like
