family,n_sites,target_label,arrival_quantum,arrival_classical,arrival_delta_quantum_minus_classical,quantum_hitting_time,classical_hitting_time,comparison_label
modular_two_community,10,site_3,0.1463226521572896,0.07847131715241196,0.06785133500487764,6.095238095238095,8.0,quantum_advantage_like
modular_two_community,10,site_4,0.14632265215728965,0.07847131715241196,0.0678513350048777,6.095238095238095,8.0,quantum_advantage_like
modular_two_community,10,site_5,0.30518500452322656,0.3393049636345391,-0.03411995911131255,2.4126984126984126,2.0317460317460316,classical_explains
modular_two_community,10,site_6,0.33047541411056014,0.41549927619712246,-0.08502386208656232,1.7777777777777777,1.7777777777777777,inconclusive
modular_two_community,10,site_7,0.30980634836500126,0.3123658228155908,-0.002559474450589516,2.0317460317460316,2.0317460317460316,classical_explains
modular_two_community,10,site_8,0.42445760088079104,0.38025546227388907,0.044202138606901975,1.9047619047619047,1.7777777777777777,classical_explains
modular_two_community,10,site_0,0.22779205817846923,0.1453794145798475,0.08241264359862174,4.063492063492063,6.095238095238095,quantum_advantage_like
modular_two_community,10,site_1,0.2390433536031397,0.14375135035229036,0.09529200325084933,4.063492063492063,6.222222222222221,quantum_advantage_like
modular_two_community,10,site_2,0.15133329533907064,0.07847131715241189,0.07286197818665875,5.968253968253968,8.0,quantum_advantage_like
modular_two_community,10,site_3,0.13666517786893886,0.07847131715241196,0.05819386071652691,6.476190476190476,8.0,quantum_advantage_like
modular_two_community,10,site_4,0.1436969667866049,0.07847131715241196,0.06522564963419294,6.222222222222221,8.0,quantum_advantage_like
modular_two_community,10,site_5,0.3110684193399488,0.3393049636345391,-0.028236544294590327,2.2857142857142856,2.0317460317460316,classical_explains
modular_two_community,10,site_6,0.31643941460748165,0.41549927619712246,-0.09905986158964081,2.0317460317460316,1.7777777777777777,inconclusive
modular_two_community,10,site_7,0.31843793741311455,0.3123658228155908,0.00607211459752377,2.0317460317460316,2.0317460317460316,classical_explains
modular_two_community,10,site_8,0.3421597122584975,0.38025546227388907,-0.03809575001539156,1.6507936507936507,1.7777777777777777,classical_explains
modular_two_community,10,site_0,0.21860372640170597,0.1453794145798475,0.07322431182185848,4.317460317460317,6.095238095238095,quantum_advantage_like
modular_two_community,10,site_1,0.21502033342926494,0.14375135035229036,0.07126898307697457,4.444444444444445,6.222222222222221,quantum_advantage_like
modular_two_community,10,site_2,0.16341579287143224,0.07847131715241189,0.08494447571902035,5.4603174603174605,8.0,quantum_advantage_like
modular_two_community,10,site_3,0.1423781264775634,0.07847131715241196,0.06390680932515144,6.222222222222221,8.0,quantum_advantage_like
modular_two_community,10,site_4,0.14138136079374833,0.07847131715241196,0.06291004364133637,6.349206349206349,8.0,quantum_advantage_like
modular_two_community,10,site_5,0.3145614302232173,0.3393049636345391,-0.024743533411321794,2.2857142857142856,2.0317460317460316,classical_explains
modular_two_community,10,site_6,0.3235327120233348,0.41549927619712246,-0.09196656417378768,1.9047619047619047,1.7777777777777777,inconclusive
modular_two_community,10,site_7,0.31642709522444007,0.3123658228155908,0.004061272408849292,2.0317460317460316,2.0317460317460316,classical_explains
modular_two_community,10,site_8,0.42125631965448157,0.38025546227388907,0.041000857380592504,1.9047619047619047,1.7777777777777777,classical_explains
modular_two_community,10,site_0,0.3608443173735132,0.048648368778942866,0.31219594859457034,3.3015873015873014,8.0,quantum_advantage_like
modular_two_community,10,site_1,0.11666625374449958,0.06348286481195965,0.05318338893253993,7.365079365079365,8.0,quantum_advantage_like
modular_two_community,10,site_2,0.35953381944843965,0.16689006825818137,0.19264375119025828,4.317460317460317,5.333333333333333,quantum_advantage_like
modular_two_community,10,site_3,0.11666625374449949,0.06348286481195967,0.05318338893253982,7.365079365079365,8.0,quantum_advantage_like
modular_two_community,10,site_4,0.11615723572557778,0.07869572726524866,0.03746150846032911,7.365079365079365,8.0,classical_explains
modular_two_community,10,site_5,0.39674597818675533,0.3837894637529347,0.01295651443382062,1.2698412698412698,1.3968253968253967,classical_explains
modular_two_community,10,site_6,0.3821048065755297,0.49977053242446406,-0.11766572584893437,1.9047619047619047,1.2698412698412698,inconclusive
modular_two_community,10,site_7,0.4065636505157385,0.37964315941338383,0.02692049110235467,1.6507936507936507,2.4126984126984126,classical_explains
modular_two_community,10,site_8,0.36203395986544973,0.23853266983311106,0.12350129003233867,2.0317460317460316,3.8095238095238093,quantum_advantage_like
modular_two_community,10,site_0,0.3608443173735132,0.048648368778942866,0.31219594859457034,3.3015873015873014,8.0,quantum_advantage_like
modular_two_community,10,site_1,0.11666625374449958,0.06348286481195965,0.05318338893253993,7.365079365079365,8.0,quantum_advantage_like
modular_two_community,10,site_2,0.35953381944843965,0.16689006825818137,0.19264375119025828,4.317460317460317,5.333333333333333,quantum_advantage_like
modular_two_community,10,site_3,0.11666625374449949,0.06348286481195967,0.05318338893253982,7.365079365079365,8.0,quantum_advantage_like
modular_two_community,10,site_4,0.11615723572557778,0.07869572726524866,0.03746150846032911,7.365079365079365,8.0,classical_explains
modular_two_community,10,site_5,0.39674597818675533,0.3837894637529347,0.01295651443382062,1.2698412698412698,1.3968253968253967,classical_explains
modular_two_community,10,site_6,0.3821048065755297,0.49977053242446406,-0.11766572584893437,1.9047619047619047,1.2698412698412698,inconclusive
modular_two_community,10,site_7,0.4065636505157385,0.37964315941338383,0.02692049110235467,1.6507936507936507,2.4126984126984126,classical_explains
modular_two_community,10,site_8,0.36203395986544973,0.23853266983311106,0.12350129003233867,2.0317460317460316,3.8095238095238093,quantum_advantage_like
modular_two_community,10,site_0,0.4130448656996703,0.048648368778942866,0.36439649692072745,3.3015873015873014,8.0,quantum_advantage_like
modular_two_community,10,site_1,0.11884173467988371,0.06348286481195965,0.05535886986792406,7.238095238095237,8.0,quantum_advantage_like
modular_two_community,10,site_2,0.4205641583765038,0.16689006825818137,0.2536740901183224,4.317460317460317,5.333333333333333,quantum_advantage_like
modular_two_community,10,site_3,0.11999126675069376,0.06348286481195967,0.05650840193873409,7.238095238095237,8.0,quantum_advantage_like
modular_two_community,10,site_4,0.11975886226023992,0.07869572726524866,0.04106313499499126,7.111111111111111,8.0,classical_explains
modular_two_community,10,site_5,0.385267566301457,0.3837894637529347,0.0014781025485222643,1.3968253968253967,1.3968253968253967,classical_explains
modular_two_community,10,site_6,0.38669755709696196,0.49977053242446406,-0.1130729753275021,1.9047619047619047,1.2698412698412698,inconclusive
modular_two_community,10,site_7,0.4073911928601609,0.37964315941338383,0.027748033446777065,1.6507936507936507,2.4126984126984126,classical_explains
modular_two_community,10,site_8,0.34406722963251357,0.23853266983311106,0.10553455979940252,2.0317460317460316,3.8095238095238093,quantum_advantage_like
modular_two_community,10,site_0,0.4284013191222045,0.048648368778942866,0.3797529503432617,3.4285714285714284,8.0,quantum_advantage_like
modular_two_community,10,site_1,0.12439199773561069,0.06348286481195965,0.060909132923651035,6.984126984126984,8.0,quantum_advantage_like
modular_two_community,10,site_2,0.40894212326572377,0.16689006825818137,0.2420520550075424,4.317460317460317,5.333333333333333,quantum_advantage_like
modular_two_community,10,site_3,0.12067062573730504,0.06348286481195967,0.057187760925345374,7.111111111111111,8.0,quantum_advantage_like
modular_two_community,10,site_4,0.13968099466185302,0.07869572726524866,0.060985267396604356,6.349206349206349,8.0,quantum_advantage_like
modular_two_community,10,site_5,0.38140092758535177,0.3837894637529347,-0.002388536167582944,1.3968253968253967,1.3968253968253967,classical_explains
modular_two_community,10,site_6,0.38808183535457597,0.49977053242446406,-0.1116886970698881,1.9047619047619047,1.2698412698412698,inconclusive
modular_two_community,10,site_7,0.4006025189034426,0.37964315941338383,0.020959359490058782,1.6507936507936507,2.4126984126984126,classical_explains
modular_two_community,10,site_8,0.34616619759944517,0.23853266983311106,0.10763352776633411,2.0317460317460316,3.8095238095238093,quantum_advantage_like
random_geometric,8,site_0,0.128487266496507,0.04558212142364364,0.08290514507286335,6.857142857142857,8.0,quantum_advantage_like
random_geometric,8,site_1,0.17776467537478094,0.08228583161680039,0.09547884375798055,4.9523809523809526,8.0,quantum_advantage_like
random_geometric,8,site_2,0.3521955744722494,0.3936198644098919,-0.04142428993764247,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,8,site_3,0.32516438651299484,0.47785460250452716,-0.15269021599153232,2.2857142857142856,1.7777777777777777,inconclusive
random_geometric,8,site_4,0.3521955744722495,0.3936198644098919,-0.04142428993764241,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,8,site_5,0.16852841321268341,0.10684361825118098,0.061684794961502434,5.4603174603174605,7.619047619047619,quantum_advantage_like
random_geometric,8,site_6,0.35219557447224936,0.39361986440989194,-0.04142428993764258,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,8,site_0,0.128487266496507,0.04558212142364364,0.08290514507286335,6.857142857142857,8.0,quantum_advantage_like
random_geometric,8,site_1,0.17776467537478094,0.08228583161680039,0.09547884375798055,4.9523809523809526,8.0,quantum_advantage_like
random_geometric,8,site_2,0.3521955744722494,0.3936198644098919,-0.04142428993764247,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,8,site_3,0.32516438651299484,0.47785460250452716,-0.15269021599153232,2.2857142857142856,1.7777777777777777,inconclusive
random_geometric,8,site_4,0.3521955744722495,0.3936198644098919,-0.04142428993764241,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,8,site_5,0.16852841321268341,0.10684361825118098,0.061684794961502434,5.4603174603174605,7.619047619047619,quantum_advantage_like
random_geometric,8,site_6,0.35219557447224936,0.39361986440989194,-0.04142428993764258,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,8,site_0,0.1309896892923466,0.04558212142364364,0.08540756786870297,6.730158730158729,8.0,quantum_advantage_like
random_geometric,8,site_1,0.18690940258601288,0.08228583161680039,0.10462357096921249,4.698412698412698,8.0,quantum_advantage_like
random_geometric,8,site_2,0.35072575484555857,0.3936198644098919,-0.042894109564333316,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,8,site_3,0.3340744985605075,0.47785460250452716,-0.14378010394401963,2.2857142857142856,1.7777777777777777,inconclusive
random_geometric,8,site_4,0.32697882601698847,0.3936198644098919,-0.06664103839290342,2.1587301587301586,1.9047619047619047,inconclusive
random_geometric,8,site_5,0.17419281915188464,0.10684361825118098,0.06734920090070366,5.333333333333333,7.619047619047619,quantum_advantage_like
random_geometric,8,site_6,0.3640623830664668,0.39361986440989194,-0.029557481343425118,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,8,site_0,0.1279926473796507,0.04558212142364364,0.08241052595600705,6.857142857142857,8.0,quantum_advantage_like
random_geometric,8,site_1,0.18002452349338424,0.08228583161680039,0.09773869187658385,4.9523809523809526,8.0,quantum_advantage_like
random_geometric,8,site_2,0.373007017630825,0.3936198644098919,-0.020612846779066885,1.7777777777777777,1.9047619047619047,classical_explains
random_geometric,8,site_3,0.32779944563677255,0.47785460250452716,-0.1500551568677546,2.2857142857142856,1.7777777777777777,inconclusive
random_geometric,8,site_4,0.3712385396423901,0.3936198644098919,-0.022381324767501765,2.0317460317460316,1.9047619047619047,classical_explains
random_geometric,8,site_5,0.17168000061644517,0.10684361825118098,0.06483638236526419,5.333333333333333,7.619047619047619,quantum_advantage_like
random_geometric,8,site_6,0.32197698219036236,0.39361986440989194,-0.07164288221952958,2.1587301587301586,1.9047619047619047,inconclusive
random_geometric,8,site_0,0.3800745503193504,0.12429754826474396,0.2557770020546064,1.7777777777777777,6.857142857142857,quantum_advantage_like
random_geometric,8,site_1,0.3331840053849807,0.4139425775072636,-0.08075857212228288,1.9047619047619047,1.6507936507936507,inconclusive
random_geometric,8,site_2,0.32374562625152736,0.18901300615608563,0.13473262009544174,3.4285714285714284,5.079365079365079,quantum_advantage_like
random_geometric,8,site_3,0.33318400538498083,0.4139425775072636,-0.08075857212228277,1.9047619047619047,1.6507936507936507,inconclusive
random_geometric,8,site_4,0.3489510981865444,0.45067675792659734,-0.10172565974005293,2.0317460317460316,1.5238095238095237,inconclusive
random_geometric,8,site_5,0.5439709675446524,0.14170486610709304,0.4022661014375593,2.6666666666666665,6.095238095238095,quantum_advantage_like
random_geometric,8,site_6,0.3562542122685756,0.24040137725132044,0.11585283501725518,1.9047619047619047,3.8095238095238093,quantum_advantage_like
random_geometric,8,site_0,0.3800745503193504,0.12429754826474396,0.2557770020546064,1.7777777777777777,6.857142857142857,quantum_advantage_like
random_geometric,8,site_1,0.3331840053849807,0.4139425775072636,-0.08075857212228288,1.9047619047619047,1.6507936507936507,inconclusive
random_geometric,8,site_2,0.32374562625152736,0.18901300615608563,0.13473262009544174,3.4285714285714284,5.079365079365079,quantum_advantage_like
random_geometric,8,site_3,0.33318400538498083,0.4139425775072636,-0.08075857212228277,1.9047619047619047,1.6507936507936507,inconclusive
random_geometric,8,site_4,0.3489510981865444,0.45067675792659734,-0.10172565974005293,2.0317460317460316,1.5238095238095237,inconclusive
random_geometric,8,site_5,0.5439709675446524,0.14170486610709304,0.4022661014375593,2.6666666666666665,6.095238095238095,quantum_advantage_like
random_geometric,8,site_6,0.3562542122685756,0.24040137725132044,0.11585283501725518,1.9047619047619047,3.8095238095238093,quantum_advantage_like
random_geometric,8,site_0,0.38508343287990887,0.12429754826474396,0.26078588461516494,1.6507936507936507,6.857142857142857,quantum_advantage_like
random_geometric,8,site_1,0.33872319815735963,0.4139425775072636,-0.07521937934990397,1.7777777777777777,1.6507936507936507,inconclusive
random_geometric,8,site_2,0.3060789874035436,0.18901300615608563,0.11706598124745798,3.0476190476190474,5.079365079365079,quantum_advantage_like
random_geometric,8,site_3,0.33753466893561995,0.4139425775072636,-0.07640790857164365,1.7777777777777777,1.6507936507936507,inconclusive
random_geometric,8,site_4,0.3510739188328437,0.45067675792659734,-0.09960283909375361,1.9047619047619047,1.5238095238095237,inconclusive
random_geometric,8,site_5,0.4691025218536403,0.14170486610709304,0.3273976557465473,2.6666666666666665,6.095238095238095,quantum_advantage_like
random_geometric,8,site_6,0.3826953632833691,0.24040137725132044,0.14229398603204868,1.3968253968253967,3.8095238095238093,quantum_advantage_like
random_geometric,8,site_0,0.3432313500392505,0.12429754826474396,0.21893380177450653,1.7777777777777777,6.857142857142857,quantum_advantage_like
random_geometric,8,site_1,0.32857495165790274,0.4139425775072636,-0.08536762584936086,2.0317460317460316,1.6507936507936507,inconclusive
random_geometric,8,site_2,0.27150888603228085,0.18901300615608563,0.08249587987619522,3.6825396825396823,5.079365079365079,quantum_advantage_like
random_geometric,8,site_3,0.33126307077291967,0.4139425775072636,-0.08267950673434393,2.0317460317460316,1.6507936507936507,inconclusive
random_geometric,8,site_4,0.3543400381995298,0.45067675792659734,-0.09633671972706753,2.0317460317460316,1.5238095238095237,inconclusive
random_geometric,8,site_5,0.5766140817195654,0.14170486610709304,0.43490921561247237,2.6666666666666665,6.095238095238095,quantum_advantage_like
random_geometric,8,site_6,0.35244801439802487,0.24040137725132044,0.11204663714670443,2.2857142857142856,3.8095238095238093,quantum_advantage_like
random_geometric,10,site_0,0.4339061028843878,0.1541534202352977,0.2797526826490901,1.9047619047619047,5.4603174603174605,quantum_advantage_like
random_geometric,10,site_1,0.24379117872363118,0.28059287152262735,-0.03680169279899617,2.9206349206349205,2.5396825396825395,classical_explains
random_geometric,10,site_2,0.32704066100274765,0.3673533932622249,-0.040312732259477235,2.6666666666666665,2.2857142857142856,classical_explains
random_geometric,10,site_3,0.30429679900692025,0.15295940160054386,0.1513373974063764,1.7777777777777777,4.444444444444445,quantum_advantage_like
random_geometric,10,site_4,0.2237197211260553,0.03927934017438858,0.1844403809516667,4.19047619047619,8.0,quantum_advantage_like
random_geometric,10,site_5,0.24379117872363146,0.2805928715226276,-0.036801692798996116,2.9206349206349205,2.5396825396825395,classical_explains
random_geometric,10,site_6,0.2760061884711466,0.17393973695807202,0.10206645151307459,3.0476190476190474,5.206349206349206,quantum_advantage_like
random_geometric,10,site_7,0.33610854390558953,0.2405395909625248,0.09556895294306472,1.6507936507936507,3.1746031746031744,quantum_advantage_like
random_geometric,10,site_8,0.24379117872363146,0.28059287152262746,-0.036801692798996005,2.9206349206349205,2.5396825396825395,classical_explains
random_geometric,10,site_0,0.4339061028843878,0.1541534202352977,0.2797526826490901,1.9047619047619047,5.4603174603174605,quantum_advantage_like
random_geometric,10,site_1,0.24379117872363118,0.28059287152262735,-0.03680169279899617,2.9206349206349205,2.5396825396825395,classical_explains
random_geometric,10,site_2,0.32704066100274765,0.3673533932622249,-0.040312732259477235,2.6666666666666665,2.2857142857142856,classical_explains
random_geometric,10,site_3,0.30429679900692025,0.15295940160054386,0.1513373974063764,1.7777777777777777,4.444444444444445,quantum_advantage_like
random_geometric,10,site_4,0.2237197211260553,0.03927934017438858,0.1844403809516667,4.19047619047619,8.0,quantum_advantage_like
random_geometric,10,site_5,0.24379117872363146,0.2805928715226276,-0.036801692798996116,2.9206349206349205,2.5396825396825395,classical_explains
random_geometric,10,site_6,0.2760061884711466,0.17393973695807202,0.10206645151307459,3.0476190476190474,5.206349206349206,quantum_advantage_like
random_geometric,10,site_7,0.33610854390558953,0.2405395909625248,0.09556895294306472,1.6507936507936507,3.1746031746031744,quantum_advantage_like
random_geometric,10,site_8,0.24379117872363146,0.28059287152262746,-0.036801692798996005,2.9206349206349205,2.5396825396825395,classical_explains
random_geometric,10,site_0,0.4123989267338771,0.1541534202352977,0.2582455064985794,1.7777777777777777,5.4603174603174605,quantum_advantage_like
random_geometric,10,site_1,0.22989716569601504,0.28059287152262735,-0.050695705826612314,3.3015873015873014,2.5396825396825395,inconclusive
random_geometric,10,site_2,0.3301875532577796,0.3673533932622249,-0.03716584000444528,2.4126984126984126,2.2857142857142856,classical_explains
random_geometric,10,site_3,0.3046429805896406,0.15295940160054386,0.15168357898909676,1.7777777777777777,4.444444444444445,quantum_advantage_like
random_geometric,10,site_4,0.21040686218319668,0.03927934017438858,0.1711275220088081,4.19047619047619,8.0,quantum_advantage_like
random_geometric,10,site_5,0.2613691279261519,0.2805928715226276,-0.019223743596475662,2.6666666666666665,2.5396825396825395,classical_explains
random_geometric,10,site_6,0.2793445145385357,0.17393973695807202,0.10540477758046368,3.0476190476190474,5.206349206349206,quantum_advantage_like
random_geometric,10,site_7,0.3477630022500143,0.2405395909625248,0.10722341128748947,1.6507936507936507,3.1746031746031744,quantum_advantage_like
random_geometric,10,site_8,0.2369507542437003,0.28059287152262746,-0.04364211727892717,3.1746031746031744,2.5396825396825395,classical_explains
random_geometric,10,site_0,0.3915215869476004,0.1541534202352977,0.2373681667123027,2.0317460317460316,5.4603174603174605,quantum_advantage_like
random_geometric,10,site_1,0.24848030332419993,0.28059287152262735,-0.03211256819842742,2.7936507936507935,2.5396825396825395,classical_explains
random_geometric,10,site_2,0.3386086719530828,0.3673533932622249,-0.028744721309142074,2.5396825396825395,2.2857142857142856,classical_explains
random_geometric,10,site_3,0.30576540947409936,0.15295940160054386,0.1528060078735555,1.6507936507936507,4.444444444444445,quantum_advantage_like
random_geometric,10,site_4,0.19432208414639318,0.03927934017438858,0.1550427439720046,4.444444444444445,8.0,quantum_advantage_like
random_geometric,10,site_5,0.258608561626912,0.2805928715226276,-0.021984309895715592,2.6666666666666665,2.5396825396825395,classical_explains
random_geometric,10,site_6,0.2677916871207718,0.17393973695807202,0.09385195016269976,3.0476190476190474,5.206349206349206,quantum_advantage_like
random_geometric,10,site_7,0.42968524655111767,0.2405395909625248,0.18914565558859286,1.6507936507936507,3.1746031746031744,quantum_advantage_like
random_geometric,10,site_8,0.24205107988375535,0.28059287152262746,-0.038541791638872114,2.9206349206349205,2.5396825396825395,classical_explains
random_geometric,10,site_0,0.4756663476604959,0.45989928939502545,0.01576705826547048,1.1428571428571428,1.6507936507936507,classical_explains
random_geometric,10,site_1,0.20385841854820025,0.12667773319005635,0.0771806853581439,4.317460317460317,6.603174603174603,quantum_advantage_like
random_geometric,10,site_2,0.3622493848885798,0.3788683788197973,-0.01661899393121752,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,10,site_3,0.13627845138243225,0.05374794598067129,0.08253050540176096,6.476190476190476,8.0,quantum_advantage_like
random_geometric,10,site_4,0.07930416270687354,0.022352254057056476,0.05695190864981707,8.0,8.0,both_poor
random_geometric,10,site_5,0.06867655242764005,0.00863036966012493,0.060046182767515124,8.0,8.0,both_poor
random_geometric,10,site_6,0.11878304857456048,0.06384577729221935,0.05493727128234113,7.238095238095237,8.0,quantum_advantage_like
random_geometric,10,site_7,0.3430267040479725,0.31625307918571854,0.02677362486225393,2.1587301587301586,2.1587301587301586,classical_explains
random_geometric,10,site_8,0.3622493848885805,0.37886837881979746,-0.016618993931216963,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,10,site_0,0.4756663476604959,0.45989928939502545,0.01576705826547048,1.1428571428571428,1.6507936507936507,classical_explains
random_geometric,10,site_1,0.20385841854820025,0.12667773319005635,0.0771806853581439,4.317460317460317,6.603174603174603,quantum_advantage_like
random_geometric,10,site_2,0.3622493848885798,0.3788683788197973,-0.01661899393121752,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,10,site_3,0.13627845138243225,0.05374794598067129,0.08253050540176096,6.476190476190476,8.0,quantum_advantage_like
random_geometric,10,site_4,0.07930416270687354,0.022352254057056476,0.05695190864981707,8.0,8.0,both_poor
random_geometric,10,site_5,0.06867655242764005,0.00863036966012493,0.060046182767515124,8.0,8.0,both_poor
random_geometric,10,site_6,0.11878304857456048,0.06384577729221935,0.05493727128234113,7.238095238095237,8.0,quantum_advantage_like
random_geometric,10,site_7,0.3430267040479725,0.31625307918571854,0.02677362486225393,2.1587301587301586,2.1587301587301586,classical_explains
random_geometric,10,site_8,0.3622493848885805,0.37886837881979746,-0.016618993931216963,1.9047619047619047,1.9047619047619047,classical_explains
random_geometric,10,site_0,0.6516467425552884,0.45989928939502545,0.19174745316026298,0.8888888888888888,1.6507936507936507,quantum_advantage_like
random_geometric,10,site_1,0.2047141553564451,0.12667773319005635,0.07803642216638876,4.317460317460317,6.603174603174603,quantum_advantage_like
random_geometric,10,site_2,0.36786503328701015,0.3788683788197973,-0.011003345532787145,1.7777777777777777,1.9047619047619047,classical_explains
random_geometric,10,site_3,0.12350063681035753,0.05374794598067129,0.06975269082968624,6.984126984126984,8.0,quantum_advantage_like
random_geometric,10,site_4,0.07370393811960306,0.022352254057056476,0.05135168406254659,8.0,8.0,both_poor
random_geometric,10,site_5,0.06636463323613812,0.00863036966012493,0.05773426357601319,8.0,8.0,both_poor
random_geometric,10,site_6,0.11436616358766263,0.06384577729221935,0.05052038629544328,7.365079365079365,8.0,quantum_advantage_like
random_geometric,10,site_7,0.32928345114430535,0.31625307918571854,0.013030371958586806,2.2857142857142856,2.1587301587301586,classical_explains
random_geometric,10,site_8,0.3447119699716871,0.37886837881979746,-0.03415640884811033,2.0317460317460316,1.9047619047619047,classical_explains
random_geometric,10,site_0,0.4871655543977721,0.45989928939502545,0.027266265002746648,1.0158730158730158,1.6507936507936507,classical_explains
random_geometric,10,site_1,0.20380239408036205,0.12667773319005635,0.0771246608903057,4.317460317460317,6.603174603174603,quantum_advantage_like
random_geometric,10,site_2,0.3652077054962084,0.3788683788197973,-0.01366067332358889,1.7777777777777777,1.9047619047619047,classical_explains
random_geometric,10,site_3,0.13977838886214308,0.05374794598067129,0.0860304428814718,6.349206349206349,8.0,quantum_advantage_like
random_geometric,10,site_4,0.07917425738140231,0.022352254057056476,0.05682200332434584,8.0,8.0,both_poor
random_geometric,10,site_5,0.06669724972844812,0.00863036966012493,0.058066880068323196,8.0,8.0,both_poor
random_geometric,10,site_6,0.11870746239005833,0.06384577729221935,0.05486168509783898,7.238095238095237,8.0,quantum_advantage_like
random_geometric,10,site_7,0.3384172256100498,0.31625307918571854,0.022164146424331232,2.1587301587301586,2.1587301587301586,classical_explains
random_geometric,10,site_8,0.36999302136861556,0.37886837881979746,-0.008875357451181898,1.7777777777777777,1.9047619047619047,classical_explains
